"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"1620",1620,1620,"Fis-35465",48342204,"Ecsenius schroederi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",7483344.57572824,2011597.63908955,10.6158833063209,73.5413290113452,15.8427876823339,40.1225114854518,"IUCN",7483344.57572824,15.8281903858078
"1621",1621,1621,"Fis-35467",193599,"Arothron caeruleopunctatus",NA,NA,"PUFFERFISH","LC","Unknown",16200369.8006516,9344749.77083146,24.7581845238095,42.9501488095238,32.2916666666667,43.3974567981741,"IUCN",16200369.8006516,16.6005446271428
"1622",1622,1622,"Fis-35500",187414,"Macropharyngodon kuiteri",NA,NA,"WRASSES","LC","Unknown",3008404.4394883,1290000.87717365,17.1511627906977,56.4922480620155,26.3565891472868,39.4209354120267,"IUCN",3008404.4394883,14.9169204096308
"1623",1623,1623,"Fis-35506",187533,"Pseudolabrus guentheri",NA,NA,"WRASSES","LC","Unknown",2987016.2991481,516980.210083822,12.5860373647984,81.9075712881023,5.50639134709931,69.5652173913043,"IUCN",2987016.2991481,14.9097855538784
"1624",1624,1624,"Fis-35548",183310,"Prionurus laticlavius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",1300723.49688557,1246719.23861709,10.2088167053364,4.17633410672854,85.614849187935,70.9677419354839,"AM",1300723.49688557,14.0784312036888
"1625",1625,1625,"Fis-35549",183646,"Prionurus punctatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",936959.379650722,710332.728489641,23.1481481481481,24.3827160493827,52.4691358024691,48.7012987012987,"AM",936959.379650722,13.7503952087875
"1626",1626,1626,"Fis-35625",48342191,"Petroscirtes fallax",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5245330.7357251,562522.171487933,7.53968253968254,88.7755102040816,3.68480725623583,67.1717171717172,"IUCN",5245330.7357251,15.4728488551601
"1627",1627,1627,"Fis-35630",48342535,"Ecsenius mandibularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3917815.01734175,434125.273279281,9.1533180778032,88.7109077040427,2.13577421815408,81.0810810810811,"IUCN",3917815.01734175,15.1810446628299
"1628",1628,1628,"Fis-35631",48342262,"Ecsenius stictus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1971666.24532068,478821.904976874,16.6666666666667,75.3030303030303,8.03030303030303,67.4846625766871,"IUCN",1971666.24532068,14.4943895530261
"1629",1629,1629,"Fis-35632",158632,"Salarias sinuosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15253868.6571511,10764828.7526274,25.9755616870319,30.0157666535278,44.0086716594403,46.3921154523055,"AM",15253868.6571511,16.5403437112819
"1630",1630,1630,"Fis-35635",178007,"Acanthurus albipectoralis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",2746704.0474659,2506000.76076172,30.0639658848614,8.95522388059701,60.9808102345416,77.0491803278689,"AM",2746704.0474659,14.8259122226392
"1631",1631,1631,"Fis-35647",183985,"Thalassoma grammaticum",NA,NA,"WRASSES","LC","Stable",1612080.85788721,1461638.58441114,27.1375464684015,9.47955390334572,63.3828996282528,74.1116751269035,"AM",1612080.85788721,14.2930363607704
"1632",1632,1632,"Fis-35652",183923,"Decodon melasma",NA,NA,"WRASSES","LC","Unknown",1606093.74203028,1481490.43255808,47.8584729981378,8.0074487895717,44.1340782122905,85.6666666666667,"AM",1606093.74203028,14.2893155416673
"1633",1633,1633,"Fis-35654",183378,"Halichoeres chierchiae",NA,NA,"WRASSES","LC","Stable",1832087.86578105,1482471.12434928,29.6296296296296,19.645732689211,50.7246376811594,60.1307189542484,"AM",1832087.86578105,14.420966784737
"1634",1634,1634,"Fis-35803",165704,"Chaetodon lunulatus",NA,NA,"BUTTERFLYFISH","LC","Decreasing",23966355.3145383,23267999.7224645,30.0775387693847,2.91395697848924,67.0085042521261,91.1675511751327,"AM",23966355.3145383,16.9921615428903
"1635",1635,1635,"Fis-35827",190759,"Scarus ferrugineus",NA,NA,"PARROTFISH","LC","Unknown",12873481.0294328,1725463.42714999,9.01887671871359,86.1570729433698,4.82405033791657,65.1515151515152,"IUCN",12873481.0294328,16.3706800192576
"1636",1636,1636,"Fis-35891",48342493,"Ecsenius axelrodi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1984361.6454316,1684677.92713979,24.031007751938,15.1937984496124,60.7751937984496,61.2648221343874,"AM",1984361.6454316,14.5008078311793
"1637",1637,1637,"Fis-4576",177997,"Acanthurus tennentii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",7900540.66345835,6799762.60319506,30.2937809996185,14.1549027088897,55.5513162914918,68.1545064377682,"AM",7900540.66345835,15.8824417535079
"1638",1638,1638,"Fis-46974",187534,"Halichoeres zeylonicus",NA,NA,"WRASSES","LC","Unknown",16459804.6024356,5829285.00922845,13.4874408445577,64.7797597378959,21.7327994175464,38.2945736434108,"IUCN",16459804.6024356,16.6164318820878
"1639",1639,1639,"Fis-47531",187718,"Oxycheilinus arenatus",NA,NA,"WRASSES","LC","Unknown",13187711.1640998,8530256.12937117,22.7157652474108,35.0978135788262,42.1864211737629,39.2914012738853,"AM",13187711.1640998,16.3947959815159
"1640",1640,1640,"Fis-47538",187423,"Oxycheilinus orientalis",NA,NA,"WRASSES","LC","Unknown",17319114.871788,14858877.0554845,20.9852734922861,14.3934081346424,64.6213183730715,59.3161546085233,"AM",17319114.871788,16.6673213553925
"1641",1641,1641,"Fis-47564",187762,"Oxycheilinus celebicus",NA,NA,"WRASSES","LC","Unknown",17008546.3710753,11846823.0717038,30.5265023931927,30.8810494593157,38.5924481474916,49.7113163972286,"AM",17008546.3710753,16.6492265034056
"1642",1642,1642,"Fis-47651",178013,"Naso caesius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",11515517.6644838,8983915.40036707,13.0693581780538,21.8685300207039,65.0621118012422,37.4074074074074,"AM",11515517.6644838,16.2592060458916
"1643",1643,1643,"Fis-47876",196041,"Eptatretus profundus",NA,NA,"hagfishes","LC","Unknown",168525.469385645,106122.662722891,26.1538461538462,36.9230769230769,36.9230769230769,41.4634146341463,"IUCN",168525.469385645,12.034842170976
"1644",1644,1644,"Fis-47953",48342422,"Blenniella gibbifrons",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",14295743.3494019,8836632.90130877,10.2053515868077,38.6849201410496,51.1097282721427,20.8739923631735,"AM",14295743.3494019,16.4754723830443
"1645",1645,1645,"Fis-47995",48342134,"Istiblennius bellus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10888027.2151165,3000931.7430222,8.23464610300193,72.1013494904985,19.6640044064996,29.5162882527147,"IUCN",10888027.2151165,16.2031743228618
"1646",1646,1646,"Fis-48603",187436,"Coris gaimard",NA,NA,"WRASSES","LC","Stable",23163134.4406536,18228469.9838748,27.7828054298643,21.3962508080155,50.8209437621202,56.4931650893796,"AM",23163134.4406536,16.9580725400545
"1647",1647,1647,"Fis-49074",185127,"Lipophrys trigloides",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2836644.44861305,2490688.87498544,43.3962264150943,11.2349914236707,45.368782161235,79.4348508634223,"AM",2836644.44861305,14.8581323793994
"1648",1648,1648,"Fis-49127",185181,"Parablennius incognitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3426469.4831678,2728634.397893,38.3561643835616,19.1059841384283,42.5378514780101,66.7503136762861,"AM",3426469.4831678,15.0470409838448
"1649",1649,1649,"Fis-49130",155013,"Parablennius parvicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2114147.86865896,1983035.50651667,8.20793433652531,6.56634746922025,85.2257181942544,55.5555555555556,"AM",2114147.86865896,14.5641623902977
"1650",1650,1650,"Fis-49149",185162,"Parablennius ruber",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1435820.36169811,592291.25672422,14.951768488746,56.7524115755627,28.2958199356913,34.5724907063197,"IUCN",1435820.36169811,14.1772469244546
"1651",1651,1651,"Fis-49160",187756,"Symphodus melanocercus",NA,NA,"WRASSES","LC","Stable",2420446.72928091,2201263.53129001,45.2429149797571,9.41295546558704,45.3441295546559,82.7777777777778,"AM",2420446.72928091,14.699462679973
"1652",1652,1652,"Fis-49220",21860,"Thunnus thynnus",NA,NA,"Tunas_and_billfishes2","EN","Decreasing",77547353.2645144,34299556.1823311,41.8833101805914,54.0087318912483,4.10795792816035,91.0679611650485,"IUCN",77547353.2645144,18.1663993175978
"1653",1653,1653,"Fis-50498",48320397,"Alloblennius parvus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2882777.49202368,1886142.278423,26.5284974093264,34.8186528497409,38.6528497409326,43.2432432432432,"AM",2882777.49202368,14.8742647943232
"1654",1654,1654,"Fis-50524",46079775,"Hirculops cornifer",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4015644.16851495,3081089.6190985,37.2363636363636,23.2,39.5636363636364,61.6125150421179,"AM",4015644.16851495,15.2057083329708
"1655",1655,1655,"Fis-50534",48342381,"Omobranchus banditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1284257.07610569,245719.647153382,9.97732426303855,79.8185941043084,10.2040816326531,49.438202247191,"IUCN",1284257.07610569,14.0656909582273
"1656",1656,1656,"Fis-50545",48342109,"Parablennius cornutus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",726764.576711678,647219.554396402,35.4243542435424,10.3321033210332,54.2435424354244,77.4193548387097,"AM",726764.576711678,13.4963578756148
"1657",1657,1657,"Fis-50553",198774,"Parablennius pilicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10947392.020698,5349301.80416522,17.806484295846,49.6960486322188,32.4974670719352,35.3977844914401,"IUCN",10947392.020698,16.2086118142337
"1658",1658,1658,"Fis-50562",48342462,"Scartella emarginata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4600975.79168262,967304.784850256,5.08259212198221,78.271918678526,16.6454891994917,23.3918128654971,"IUCN",4600975.79168262,15.3417789675899
"1659",1659,1659,"Fis-50786",46079476,"Blenniella periophthalmus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",17984790.2033666,13449185.9389155,29.8307357130887,25.5069549187196,44.6623093681917,53.9067231980618,"AM",17984790.2033666,16.7050369699544
"1660",1660,1660,"Fis-51787",154818,"Acanthurus gahhm",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",29323175.3128876,29317782.6318464,0.779967159277504,0.0205254515599343,99.1995073891626,97.4358974358974,"AM",29323175.3128876,17.1938887276485
"1661",1661,1661,"Fis-51943",187455,"Centrolabrus trutta",NA,NA,"WRASSES","LC","Unknown",785630.572684812,785630.572684812,11.5646258503401,0,88.4353741496599,100,"AM",785630.572684812,13.5742419516155
"1662",1662,1662,"Fis-52009",187678,"Lappanella fasciata",NA,NA,"WRASSES","LC","Stable",2229390.13576545,1601453.64892637,35.8469945355191,26.9945355191257,37.1584699453552,57.0434782608696,"AM",2229390.13576545,14.6172386243138
"1663",1663,1663,"Fis-52010",48342359,"Salarias segmentatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",9445153.81356278,6751762.66200272,28.7883683360258,28.9176090468498,42.2940226171244,49.8880179171333,"AM",9445153.81356278,16.0610123439691
"1664",1664,1664,"Fis-52266",185129,"Ophioblennius atlanticus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",4671094.60928721,1344191.09240094,10.1385390428212,72.4181360201511,17.4433249370277,36.7579908675799,"IUCN",4671094.60928721,15.35690399389
"1665",1665,1665,"Fis-53116",193786,"Arothron inconditus",NA,NA,"PUFFERFISH","VU","Unknown",245781.745059833,166175.865701755,24.468085106383,31.9148936170213,43.6170212765958,43.3962264150943,"AM",245781.745059833,12.4121992059022
"1666",1666,1666,"Fis-53989",187583,"Bodianus cylindriatus",NA,NA,"WRASSES","LC","Unknown",8235749.89843735,1288986.88264859,6.56077348066298,83.9779005524862,9.46132596685083,40.948275862069,"IUCN",8235749.89843735,15.9239949797961
"1667",1667,1667,"Fis-53996",187755,"Labroides rubrolabiatus",NA,NA,"WRASSES","LC","Unknown",4801541.90742715,4666116.81590614,11.3032736256949,2.90302655960469,85.7936998147004,79.5652173913043,"AM",4801541.90742715,15.3844476550086
"1668",1668,1668,"Fis-54335",48342316,"Praealticus tanegasimae",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3448632.64140647,1235761.27764096,12.323064113239,62.1981681931724,25.4787676935887,32.5991189427313,"IUCN",3448632.64140647,15.0534883746215
"1669",1669,1669,"Fis-54493",154825,"Eptatretus cirrhatus",NA,NA,"hagfishes","LC","Unknown",9668329.62824599,2693022.4188965,15.453779151447,67.2098904186569,17.336330429896,47.1293916023993,"IUCN",9668329.62824599,16.0843661149953
"1670",1670,1670,"Fis-55125",21342,"Takifugu poecilonotus",NA,NA,"PUFFERFISH","LC","Unknown",2218377.65539287,1726562.64047183,34.777376654633,20.8182912154031,44.4043321299639,62.5541125541125,"AM",2218377.65539287,14.6122867008352
"1671",1671,1671,"Fis-5681",190753,"Chlorurus gibbus",NA,NA,"PARROTFISH","LC","Unknown",13090338.2580034,644234.473124655,2.83493369913123,94.9016918152721,2.26337448559671,55.6053811659193,"IUCN",13090338.2580034,16.3873849784998
"1672",1672,1672,"Fis-5683",190728,"Chlorurus microrhinos",NA,NA,"PARROTFISH","LC","Unknown",21611748.1820154,18745020.3778366,26.4187595393368,13.2510059664215,60.3302344942417,66.5967121371109,"AM",21611748.1820154,16.8887476221114
"1673",1673,1673,"Fis-56917",172376,"Omobranchus zebra",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",6073478.13611014,1464026.36448167,14.3360160965795,75.6036217303823,10.0603621730382,58.7628865979381,"IUCN",6073478.13611014,15.6194420032329
"1674",1674,1674,"Fis-57938",187467,"Halichoeres cosmetus",NA,NA,"WRASSES","LC","Unknown",5143646.71075925,3442020.31989516,21.2952158693116,33.022170361727,45.6826137689615,39.2051557465091,"AM",5143646.71075925,15.4532728626731
"1675",1675,1675,"Fis-57950",190742,"Chlorurus strongylocephalus",NA,NA,"PARROTFISH","LC","Unknown",13848325.8692403,5077177.31033443,13.1877729257642,63.3842794759825,23.4279475982533,36.0166964818128,"IUCN",13848325.8692403,16.4436749074244
"1676",1676,1676,"Fis-57962",48342346,"Aspidontus taeniatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",20996314.5038572,17233013.9222377,29.2955326460481,18.0412371134021,52.6632302405498,61.8874773139746,"AM",20996314.5038572,16.8598574804695
"1677",1677,1677,"Fis-58068",165649,"Chaetodon gardineri",NA,NA,"BUTTERFLYFISH","LC","Stable",5408352.89156836,1632241.04888041,17.819590481461,69.5074709463199,12.6729385722191,58.4392014519056,"IUCN",5408352.89156836,15.5034551481944
"1678",1678,1678,"Fis-58074",165842,"Pomacanthus rhomboides",NA,NA,"ANGELFISH","LC","Stable",1477617.04640756,274406.837600648,7.10059171597633,79.4871794871795,13.4122287968442,34.6153846153846,"IUCN",1477617.04640756,14.2059412443515
"1679",1679,1679,"Fis-58081",165706,"Chelmonops curiosus",NA,NA,"BUTTERFLYFISH","LC","Stable",888180.878808246,854257.295247978,49.1279069767442,4.06976744186047,46.8023255813954,92.3497267759563,"AM",888180.878808246,13.6969306935835
"1680",1680,1680,"Fis-58115",48342458,"Ecsenius nalolo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4792027.88282182,3810975.38903693,32.6113861386139,20.7920792079208,46.5965346534653,61.0660486674392,"AM",4792027.88282182,15.3824642373794
"1681",1681,1681,"Fis-58516",190719,"Chlorurus japanensis",NA,NA,"PARROTFISH","LC","Unknown",13949611.3263647,10137339.1953806,27.0657124268055,27.6078941661245,45.3263934070701,49.5041650138834,"AM",13949611.3263647,16.4509622039342
"1682",1682,1682,"Fis-58535",187417,"Coris batuensis",NA,NA,"WRASSES","LC","Unknown",19478903.0117388,13573012.4182069,28.9810390010791,30.7383998766764,40.2805611222445,48.5286525554982,"AM",19478903.0117388,16.7848425410272
"1683",1683,1683,"Fis-58538",187473,"Halichoeres vrolikii",NA,NA,"WRASSES","LC","Unknown",9564558.73404159,2448622.0269056,13.0948578728841,74.6406898754392,12.2644522516768,51.6372795969773,"IUCN",9564558.73404159,16.0735750263936
"1684",1684,1684,"Fis-58548",172447,"Entomacrodus vermiculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4895331.34689918,2896531.41438263,17.8065311152187,41.0351201478743,41.158348736907,30.261780104712,"AM",4895331.34689918,15.4037925225443
"1685",1685,1685,"Fis-58702",187378,"Bodianus opercularis",NA,NA,"WRASSES","LC","Unknown",3484823.15657416,1661129.90523658,22.7040816326531,51.7006802721088,25.5952380952381,47.0070422535211,"IUCN",3484823.15657416,15.0639278567211
"1686",1686,1686,"Fis-58709",187735,"Oxycheilinus mentalis",NA,NA,"WRASSES","LC","Unknown",2460086.64450392,1016596.54851421,20,59.5321637426901,20.4678362573099,49.4219653179191,"IUCN",2460086.64450392,14.7157071286313
"1687",1687,1687,"Fis-58778",187524,"Thalassoma rueppellii",NA,NA,"WRASSES","LC","Unknown",994836.686629503,632119.208216002,39.0804597701149,37.0689655172414,23.8505747126437,62.1004566210046,"IUCN",994836.686629503,13.8103338686286
"1688",1688,1688,"Fis-58799",48342516,"Salarias alboguttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12854926.8931389,6019908.06508024,17.3730787144853,53.2370749883559,29.3898462971588,37.1513944223108,"IUCN",12854926.8931389,16.3692377116289
"1689",1689,1689,"Fis-59174",185168,"Aidablennius sphynx",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2911590.65226178,2471943.19808152,41.1960132890365,14.7840531561462,44.0199335548173,73.5905044510386,"AM",2911590.65226178,14.8842101057051
"1690",1690,1690,"Fis-59414",165612,"Chaetodon zanzibarensis",NA,NA,"BUTTERFLYFISH","LC","Stable",3496924.25437857,2982730.42515793,29.2307692307692,14.6153846153846,56.1538461538462,66.6666666666667,"AM",3496924.25437857,15.0673943556389
"1691",1691,1691,"Fis-59453",165860,"Centropyge vrolikii",NA,NA,"ANGELFISH","LC","Stable",19199676.1345558,15540778.6277656,27.8832574925467,19.1275694335478,52.9891730739055,59.3124165554072,"AM",19199676.1345558,16.7704039688639
"1692",1692,1692,"Fis-59583",48342298,"Blenniella cyanostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4854917.87965079,3176934.11921572,23.5074626865672,34.7014925373134,41.7910447761194,40.3846153846154,"AM",4854917.87965079,15.3955027449715
"1693",1693,1693,"Fis-59608",46080027,"Pereulixia kosiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2078167.06473071,1313453.51786111,27.9266572637518,35.966149506347,36.1071932299013,43.7086092715232,"AM",2078167.06473071,14.5469968442964
"1694",1694,1694,"Fis-59731",154972,"Parablennius zvonimiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2135255.69063447,1454194.53943184,34.3784994400896,30.9070548712206,34.7144456886898,52.6586620926244,"AM",2135255.69063447,14.5740969588953
"1695",1695,1695,"Fis-60581",193703,"Torquigener flavimaculosus",NA,NA,"PUFFERFISH","LC","Unknown",4992723.24144166,3103707.29305273,31.0763888888889,39.0625,29.8611111111111,50.997150997151,"IUCN",4992723.24144166,15.4234920586338
"1696",1696,1696,"Fis-61198",183260,"Scartichthys viridis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",970019.109806608,706518.656966011,19.8275862068966,27.0114942528736,53.1609195402299,42.3312883435583,"AM",970019.109806608,13.7850710511171
"1697",1697,1697,"Fis-6123",170253,"Sparus aurata",NA,NA,"SEABREAMS_PORGIES","LC","Stable",9337151.69985696,8193818.94570623,28.1898340248963,16.4678423236515,55.3423236514523,63.1242740998839,"AM",9337151.69985696,16.0495118065074
"1698",1698,1698,"Fis-61510",48342489,"Blenniella caudolineata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11001920.4769587,8967293.87589198,22.5020531070353,18.3684642759376,59.1294826170271,55.0569323509712,"AM",11001920.4769587,16.2135804043382
"1699",1699,1699,"Fis-61523",48342431,"Blenniella interrupta",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8831293.3477014,7045773.06088643,29.1709666322669,20.4678362573099,50.3611971104231,58.7664587664588,"AM",8831293.3477014,15.9938120338475
"1700",1700,1700,"Fis-61558",48342126,"Blenniella paula",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11837965.593558,7972160.89902548,11.8969436726446,32.8113159888861,55.2917403384693,26.6101694915254,"AM",11837965.593558,16.2868223477881
"1701",1701,1701,"Fis-61706",183607,"Sphoeroides lispus",NA,NA,"PUFFERFISH","LC","Unknown",645232.611818245,387827.795430147,32.7659574468085,40.4255319148936,26.8085106382979,55,"IUCN",645232.611818245,13.3773661692414
"1702",1702,1702,"Fis-61804",187787,"Thalassoma noronhanum",NA,NA,"WRASSES","LC","Unknown",1348170.24637891,1182402.77631173,43.2967032967033,12.3076923076923,44.3956043956044,77.8656126482213,"AM",1348170.24637891,14.1142588580131
"1703",1703,1703,"Fis-61993",48342501,"Ecsenius portenoyi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2741345.35630129,247057.500218617,1.63398692810458,91.0675381263617,7.29847494553377,18.2926829268293,"IUCN",2741345.35630129,14.8239593638097
"1704",1704,1704,"Fis-61995",48342512,"Ecsenius tessera",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2262132.47676436,794394.051599184,11.0964332892999,64.4649933949802,24.4385733157199,31.2267657992565,"IUCN",2262132.47676436,14.6318185001521
"1705",1705,1705,"Fis-62262",48342341,"Ecsenius fourmanoiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1090109.46338567,876316.560487961,22.6063829787234,19.1489361702128,58.2446808510638,54.140127388535,"AM",1090109.46338567,13.9017886742875
"1706",1706,1706,"Fis-62298",48342201,"Entomacrodus niuafoouensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10568682.0327777,2404147.17640291,5.30773574251835,76.5386787125918,18.1535855448899,22.6233453670277,"IUCN",10568682.0327777,16.173405660647
"1707",1707,1707,"Fis-62626",187812,"Bodianus unimaculatus",NA,NA,"WRASSES","LC","Unknown",3629129.54783489,877144.320697462,6.65634674922601,73.8390092879257,19.5046439628483,25.4437869822485,"IUCN",3629129.54783489,15.104503383501
"1708",1708,1708,"Fis-62637",193704,"Torquigener altipinnis",NA,NA,"PUFFERFISH","LC","Unknown",869728.769196122,637101.618888719,14.7239263803681,28.2208588957055,57.0552147239264,34.2857142857143,"AM",869728.769196122,13.675936682479
"1709",1709,1709,"Fis-62815",193785,"Marilyna darwinii",NA,NA,"PUFFERFISH","LC","Unknown",6856354.32303603,2663027.26930605,20.5921343349536,61.3787008395935,18.0291648254529,53.3180778032037,"IUCN",6856354.32303603,15.7406864186472
"1710",1710,1710,"Fis-62867",48342383,"Entomacrodus epalzeocheilos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12060136.8756239,4692172.42146149,10.0896860986547,61.136023916293,28.7742899850523,25.9615384615385,"IUCN",12060136.8756239,16.3054160987531
"1711",1711,1711,"Fis-62923",165660,"Chelmon muelleri",NA,NA,"BUTTERFLYFISH","LC","Stable",2888329.28650993,1767637.0962259,38.1294964028777,39.1572456320658,22.7132579650565,62.6689189189189,"IUCN",2888329.28650993,14.8761887913698
"1712",1712,1712,"Fis-63048",193686,"Marilyna pleurosticta",NA,NA,"PUFFERFISH","LC","Unknown",2214711.67384594,1315878.69126499,37.6850605652759,39.8384925975774,22.4764468371467,62.6398210290828,"IUCN",2214711.67384594,14.6106327831673
"1713",1713,1713,"Fis-63983",190715,"Chlorurus sordidus",NA,NA,"PARROTFISH","LC","Unknown",17347315.1909484,7658784.67588904,16.3809523809524,55.7575757575758,27.8614718614719,37.0254403131115,"IUCN",17347315.1909484,16.6689483083455
"1714",1714,1714,"Fis-64430",193718,"Lagocephalus guentheri",NA,NA,"PUFFERFISH","LC","Unknown",15944024.6802066,2733274.78768129,6.32045832563297,82.6834226575494,10.9961190168176,36.4994663820704,"IUCN",15944024.6802066,16.5845946888042
"1715",1715,1715,"Fis-7176",187705,"Iniistius pavo",NA,NA,"WRASSES","LC","Unknown",31723390.8197642,26134352.562056,33.6991485335856,17.8240302743614,48.476821192053,65.4058024237973,"AM",31723390.8197642,17.272564847497
"1716",1716,1716,"Fis-8229",170174,"Sparidentex hasta",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1812454.01885626,550352.232129836,23.8782051282051,68.2692307692308,7.8525641025641,75.2525252525252,"IUCN",1812454.01885626,14.4101922964823
"1717",1717,1717,"Fis-8368",190704,"Scarus tricolor",NA,NA,"PARROTFISH","LC","Unknown",20937433.7863106,13371757.9722628,24.9210450760838,36.7068619006603,38.3720930232558,40.4379221989285,"AM",20937433.7863106,16.8570492050997
"1718",1718,1718,"Fis-9972",48342333,"Ecsenius midas",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",22870621.4661995,15144025.1796796,25.9810376613116,34.211219383724,39.8077429549644,43.1634215707723,"AM",22870621.4661995,16.9453637394907
"1719",1719,1719,"Fis-25661",187587,"Bodianus diana",NA,NA,"WRASSES","LC","Unknown",7219993.46749684,6856835.0408325,24.3029546400333,5.11860174781523,70.5784436121515,82.6025459688826,"AM",7219993.46749684,15.7923646060898
"1720",1720,1720,"Fis-29373",132744,"Epinephelus analogus",NA,NA,"GROUPERS","LC","Stable",2103245.97919954,1957616.86158816,39.1304347826087,6.87237026647966,53.9971949509116,85.0609756097561,"AM",2103245.97919954,14.5589924137029
"1721",1721,1721,"ITS-180420",20425,"Sousa teuszii",NA,NA,"MAMMMARINE","VU","Decreasing",2225139.71456216,2042407.27733763,32.6558265582656,8.67208672086721,58.6720867208672,79.0163934426229,"AM",2225139.71456216,14.6153302646727
"1722",1722,1722,"ITS-180450",4160,"Cephalorhynchus eutropia",NA,NA,"MAMMMARINE","NT","Decreasing",788023.292822269,767026.286779657,64.010989010989,2.74725274725275,33.2417582417582,95.8847736625514,"AM",788023.292822269,13.5772829278223
"1723",1723,1723,"ITS-180452",4162,"Cephalorhynchus hectori",NA,39427,"MAMMMARINE","EN","Decreasing",407782.520007918,303703.361230015,36.8715083798883,25.1396648044693,37.9888268156425,59.4594594594595,"AM",407782.520007918,12.9184892720741
"1724",1724,1724,"ITS-180474",17028,"Phocoena sinus",NA,NA,"MAMMMARINE","CR","Decreasing",129697.492481236,37216.30536958,27.0833333333333,70.8333333333333,2.08333333333333,92.8571428571429,"IUCN",129697.492481236,11.7729600368966
"1725",1725,1725,"ITS-180478",198920,"Neophocaena phocaenoides",NA,NA,"MAMMMARINE","VU","Decreasing",7949814.90398866,5983290.23863564,54.5090909090909,23.7454545454545,21.7454545454545,71.4830710538865,"IUCN",7949814.90398866,15.8886592038423
"1726",1726,1726,"ITS-180488",16370739,"Physeter macrocephalus",41755,NA,"MAMMMARINE","EN","Decreasing",360043056.825026,357499387.364687,92.7408337092019,1.33613110296184,5.92303518783624,98.5797468002613,"AM",360043056.825026,19.7017341845544
"1727",1727,1727,"ITS-180488",41755,"Physeter macrocephalus",NA,16370739,"MAMMMARINE","VU","Unknown",360043056.825026,357499387.364687,92.7408337092019,1.33613110296184,5.92303518783624,98.5797468002613,"AM",360043056.825026,19.7017341845544
"1728",1728,1728,"ITS-180617",17026,"Phocarctos hookeri",NA,NA,"MAMMMARINE","VU","Decreasing",1842738.42712397,974155.05753904,38.9189189189189,45.2972972972973,15.7837837837838,71.1462450592885,"IUCN",1842738.42712397,14.4267632988115
