iucn_sid,am_sid,sciname,gbif_occ,occurcells
187756,Fis-49160,Symphodus melanocercus,152,32
187757,Fis-160832,Paracheilinus nursalim,13,7
187758,Fis-31144,Anampses cuvier,156,10
187759,Fis-31134,Anampses neoguinaicus,993,65
187762,Fis-47564,Oxycheilinus celebicus,393,78
187763,Fis-164874,Novaculichthys macrolepidotus,133,54
187765,Fis-58720,Paracheilinus bellae,8,10
187766,Fis-145088,Halichoeres kallochroma,50,10
187767,Fis-31477,Labroides bicolor,1015,115
187768,Fis-35326,Macropharyngodon ornatus,279,33
187769,Fis-35455,Cirrhilabrus punctatus,862,101
187770,Fis-132106,Cirrhilabrus walindi,26,5
187772,Fis-21770,Macropharyngodon negrosensis,227,54
187775,Fis-132769,Symphodus doderleini,105,31
187777,Fis-28744,Polylepion russelli,20,12
187779,Fis-26804,Thalassoma hebraicum,339,60
187780,Fis-25734,Thalassoma jansenii,542,111
187781,Fis-26672,Bodianus perditio,323,76
187782,Fis-168177,Xyrichtys halsteadi,40,10
187783,Fis-25720,Halichoeres hartzfeldii,234,57
187784,Fis-31137,Anampses twistii,477,89
187785,Fis-32554,Coris venusta,112,11
187786,Fis-138798,Halichoeres pallidus,17,11
187787,Fis-61804,Thalassoma noronhanum,79,16
187788,Fis-148962,Cirrhilabrus joanallenae,5,6
187790,Fis-60896,Halichoeres leptotaenia,17,3
187791,Fis-153188,Paracheilinus rubricaudalis,8,4
187792,Fis-134783,Coris centralis,22,3
187793,Fis-53997,Macropharyngodon moyeri,16,6
187794,Fis-31896,Choerodon monostigma,672,137
187795,Fis-26807,Pteragogus taeniops,24,14
187797,Fis-27845,Leptojulis cyanopleura,194,59
187798,Fis-138523,Cirrhilabrus adornatus,13,3
187799,Fis-26709,Stethojulis balteata,425,60
187801,Fis-32431,Cirrhilabrus rubrimarginatus,118,23
187802,Fis-31472,Coris aygula,785,138
187803,Fis-22745,Centrolabrus exoletus,2173,156
187804,Fis-26336,Bodianus oxycephalus,67,14
187805,Fis-23847,Symphodus tinca,984,87
187807,Fis-149158,Bodianus flavifrons,17,14
187808,Fis-31136,Anampses femininus,184,16
187809,Fis-32762,Xiphocheilus typus,158,42
187810,Fis-25353,Halichoeres chloropterus,406,46
187812,Fis-62626,Bodianus unimaculatus,239,19
187813,Fis-30960,Suezichthys arquatus,190,15
187815,Fis-59764,Leptojulis polylepis,8,4
190674,Fis-28641,Haletta semifasciata,459,103
190675,Fis-165475,Heteroscarus acroptilus,808,58
190676,Fis-28640,Neoodax balteatus,1040,54
190679,Fis-21342,Olisthops cyanomelas,2825,85
190680,Fis-149524,Siphonognathus caninis,97,8
190681,Fis-35385,Siphonognathus argyrophanes,208,33
190682,Fis-28644,Siphonognathus attenuatus,49,19
190683,Fis-28647,Siphonognathus radiatus,139,32
190684,Fis-35386,Siphonognathus tanyourus,9,3
190685,Fis-25080,Calotomus spinidens,422,120
190686,Fis-25079,Calotomus japonicus,192,9
190687,Fis-25082,Calotomus zonarchus,47,3
190688,Fis-25078,Calotomus carolinus,505,141
190690,Fis-25690,Cetoscarus bicolor,807,131
190691,Fis-165595,Cetoscarus ocellatus,1051,6
190692,Fis-123150,Chlorurus enneacanthus,34,23
190693,Fis-35826,Scarus collana,15,6
190694,Fis-21840,Scarus globiceps,2697,114
190695,Fis-21827,Scarus flavipectoralis,1975,67
190697,Fis-58514,Chlorurus capistratoides,34,12
190698,Fis-30609,Scarus vetula,847,146
190699,Fis-123148,Chlorurus atrilunula,20,12
190700,Fis-32580,Scarus scaber,157,51
190701,Fis-52069,Nicholsina collettei,13,67
190702,Fis-143281,Scarus fuscocaudalis,45,12
190703,Fis-25425,Scarus hoefleri,693,74
190704,Fis-8368,Scarus tricolor,209,51
190705,Fis-31420,Scarus ghobban,3533,306
190706,Fis-32579,Scarus russelii,63,25
190707,Fis-31416,Scarus chameleon,3175,74
190708,Fis-31425,Scarus quoyi,70,35
190709,Fis-159655,Scarus coeruleus,512,69
190710,Fis-28736,Sparisoma cretense,1526,70
190711,Fis-123151,Chlorurus bowersi,75,23
190712,Fis-24998,Sparisoma radians,1059,137
190713,Fis-25405,Scarus spinus,2229,74
190714,Fis-29128,Scarus fuscopurpureus,22,10
190715,Fis-63983,Chlorurus sordidus,7476,267
190717,Fis-21834,Scarus rivulatus,3068,98
190718,Fis-123153,Chlorurus perspicillatus,95,37
190719,Fis-58516,Chlorurus japanensis,331,46
190720,Fis-30606,Scarus coelestinus,420,82
190721,Fis-23815,Sparisoma rubripinne,1778,144
190722,Fis-26762,Scarus falcipinnis,51,22
190723,Fis-145196,Sparisoma amplum,30,9
190724,Fis-149813,Sparisoma frondosum,84,31
190725,Fis-121730,Scarus xanthopleura,21,25
190726,Fis-25692,Scarus altipinnis,2283,81
190728,Fis-5683,Chlorurus microrhinos,3972,104
190729,Fis-30665,Sparisoma aurofrenatum,9546,160
190731,Fis-25696,Scarus rubroviolaceus,2320,226
190732,Fis-145135,Scarus iseri,13567,151
190733,Fis-26760,Hipposcarus harid,184,45
190734,Fis-23816,Sparisoma viride,6190,172
190735,Fis-160362,Scarus maculipinna,16,6
190736,Fis-31424,Scarus psittacus,3431,217
190738,Fis-23814,Sparisoma chrysopterum,1741,138
190739,Fis-21826,Scarus dimidiatus,507,60
190740,Fis-31422,Scarus niger,4759,157
190741,Fis-112193,Chlorurus troschelii,112,15
190742,Fis-57950,Chlorurus strongylocephalus,71,30
190743,Fis-53974,Scarus ovifrons,132,12
190744,Fis-121729,Chlorurus bleekeri,685,44
190745,Fis-25691,Hipposcarus longiceps,1396,83
190746,Fis-119366,Chlorurus oedema,42,19
190747,Fis-25694,Scarus forsteni,997,93
190748,Fis-145208,Scarus trispinosus,35,5
190750,Fis-30608,Scarus taeniopterus,1037,143
190751,Fis-145200,Sparisoma axillare,65,23
190753,Fis-5681,Chlorurus gibbus,155,32
190754,Fis-31170,Scarus koputea,24,3
190755,Fis-31418,Scarus frenatus,3604,145
190756,Fis-25083,Leptoscarus vaigiensis,537,134
190757,Fis-29875,Cryptotomus roseus,691,77
190758,Fis-29129,Chlorurus genazonatus,15,4
190759,Fis-35827,Scarus ferrugineus,296,20
190761,Fis-28592,Scarus hypselopterus,119,22
190762,Fis-123152,Chlorurus frontalis,83,42
190765,Fis-35828,Scarus persicus,26,10
190766,Fis-26761,Scarus caudofasciatus,27,13
190767,Fis-114324,Chlorurus rhakoura,39,4
190768,Fis-24997,Sparisoma atomarium,2927,84
190769,Fis-31171,Scarus longipinnis,242,24
191822,Fis-29369,Elops saurus,19556,138
191823,Fis-2518,Megalops atlanticus,3497,201
192269,W-Msc-428185,Conus lischkeanus,223,13
192271,W-Msc-428256,Conus pusio,49,3
192276,W-Msc-428247,Conus praecellens,266,29
192296,W-Msc-215478,Conus sanguinolentus,1003,9
192297,W-Msc-215495,Conus bullatus,299,20
192298,W-Msc-215517,Conus betulinus,631,83
192304,W-Msc-426441,Conus capitanellus,132,6
192305,W-Msc-215530,Conus distans,1047,73
192316,W-Msc-215529,Conus textile,3120,212
192318,W-Msc-215434,Conus nussatella,809,39
192321,W-Msc-215466,Conus striatus,1810,150
192323,W-Msc-215532,Conus milneedwardsi,105,5
192327,W-Msc-428213,Conus muriculatus,679,6
192328,W-Msc-215437,Conus coelinae,129,19
192334,W-Msc-428372,Conus sulcatus,602,3
192340,W-Msc-420199,Conus amphiurgus,194,4
192342,W-Msc-215514,Conus emaciatus,652,66
192345,W-Msc-428134,Conus gladiator,338,3
192356,W-Msc-215445,Conus mustelinus,712,3
192362,W-Msc-215487,Conus moluccensis,102,14
192367,W-Msc-215441,Conus catus,1823,79
192370,W-Msc-420208,Conus daucus,679,24
192374,W-Msc-426405,Conus boeticus,441,8
192378,W-Msc-215430,Conus litoglyphus,752,50
192380,SLB-120088,Conus floridulus,105,11
192383,W-Msc-426315,Conus ammiralis,508,6
192386,W-Msc-215464,Conus leopardus,1029,130
192393,W-Msc-215433,Conus coccineus,176,21
192399,SLB-118879,Conus monachus,400,7
192400,W-Msc-426383,Conus baileyi,36,6
192408,W-Msc-428212,Conus monile,214,6
192413,W-Msc-426369,Conus aureus,180,6
192419,W-Msc-215561,Conus frigidus,806,63
192424,W-Msc-215476,Conus obscurus,383,6
192425,W-Msc-426500,Conus flammeacolor,1,4
192426,W-Msc-430446,Conus kimioi,53,6
192428,W-Msc-215458,Conus rattus,2422,134
192440,SLB-100648,Conus circumactus,110,4
192444,W-Msc-420226,Conus villepinii,348,5
192447,W-Msc-428976,Conus armadillo,59,10
192449,W-Msc-426424,Conus brunneus,446,3
192460,W-Msc-215520,Conus generalis,1199,89
192477,W-Msc-215562,Conus articulatus,79,4
192498,W-Msc-428154,Conus howelli,51,6
192505,W-Msc-428144,Conus granum,34,4
192506,W-Msc-215492,Conus pulicarius,1660,96
192507,W-Msc-215525,Conus capitaneus,1443,110
192521,W-Msc-215537,Conus retifer,457,3
192532,W-Msc-420224,Conus stearnsii,326,3
192549,W-Msc-215429,Conus magus,2277,91
192553,W-Msc-420213,Conus mazei,132,14
192562,W-Msc-215518,Conus flavidus,2409,48
192563,W-Msc-215471,Conus aulicus,615,44
192564,W-Msc-215428,Conus moreleti,291,28
192566,W-Msc-426496,Conus fergusoni,173,3
192573,W-Msc-215551,Conus magnificus,218,14
192578,W-Msc-215538,Conus ermineus,751,10
192580,W-Msc-430457,Conus chaldaeus,664,17
192586,W-Msc-215550,Conus terebra,753,46
192587,W-Msc-215557,Conus bandanus,384,6
192589,W-Msc-430177,Conus sazanka,69,3
192590,W-Msc-215533,Conus miliaris,2273,107
192593,W-Msc-215501,Conus imperialis,1479,66
192599,W-Msc-420215,Conus mindanus,478,8
192611,W-Msc-215436,Conus ebraeus,4075,193
192614,W-Msc-428375,Conus suratensis,136,20
192624,W-Msc-420211,Conus granulatus,229,17
192629,W-Msc-420203,Conus attenuatus,106,4
192633,W-Msc-420216,Conus mus,1403,4
192634,W-Msc-215479,Conus miles,2123,123
192636,W-Msc-215446,Conus coronatus,2949,263
192637,W-Msc-428162,Conus jaspideus,1420,3
192640,W-Msc-426407,Conus boholensis,87,6
192641,W-Msc-428225,Conus orbignyi,444,4
192647,W-Msc-215432,Conus spectrum,660,40
192648,W-Msc-215488,Conus tenuistriatus,158,10
192654,W-Msc-428259,Conus radiatus,374,12
192656,W-Msc-428195,Conus luteus,70,4
192664,W-Msc-215455,Conus episcopatus,213,3
192674,W-Msc-215451,Conus sponsalis,2311,122
192681,W-Msc-426373,Conus teramachii,122,10
192686,SLB-118880,Conus parius,190,5
192692,W-Msc-428404,Conus viola,68,5
192693,W-Msc-420206,Conus cancellatus,639,76
192694,W-Msc-215511,Conus varius,519,5
192696,W-Msc-428255,Conus purpurascens,750,3
192697,SLB-103803,Conus chiangi,26,3
192699,W-Msc-215543,Conus striatellus,406,3
192700,W-Msc-215559,Conus eburneus,2027,6
192701,W-Msc-215457,Conus marmoreus,2029,181
192704,W-Msc-215510,Conus acutangulus,413,22
192708,W-Msc-426452,Conus cinereus,443,6
192712,W-Msc-215500,Conus pennaceus,1383,6
192716,W-Msc-426366,Conus aurantius,279,3
192719,W-Msc-215522,Conus litteratus,1205,125
192722,W-Msc-215567,Conus glans,650,56
192727,W-Msc-215431,Conus achatinus,1029,61
192729,W-Msc-426467,Conus crocatus,48,3
192730,W-Msc-426322,Conus aphrodite,25,6
192737,W-Msc-215546,Conus canonicus,556,28
192743,W-Msc-215519,Conus tessulatus,1459,50
192754,W-Msc-426459,Conus coffeae,435,6
192772,W-Msc-215499,Conus geographus,996,56
192778,W-Msc-215516,Conus vexillum,1272,8
192789,W-Msc-215503,Conus tulipa,1003,59
192793,W-Msc-215474,Conus cylindraceus,128,13
192796,W-Msc-215435,Conus musicus,1198,5
192798,W-Msc-420217,Conus patae,30,5
192809,W-Msc-426448,Conus ceruttii,2,4
192811,W-Msc-215475,Conus planorbis,2026,7
192812,W-Msc-215439,Conus quercinus,1380,167
192815,W-Msc-215484,Conus auricomus,133,13
192819,SLB-100621,Conus omaria,832,69
192820,W-Msc-426443,Conus caracteristicus,286,6
192831,W-Msc-426447,Conus centurio,138,11
192837,W-Msc-426359,Conus archon,147,6
192843,W-Msc-215438,Conus legatus,141,8
192844,W-Msc-215541,Conus lividus,2768,202
192847,W-Msc-426462,Conus consors,351,5
192849,W-Msc-215490,Conus balteatus,385,36
192853,W-Msc-215569,Conus virgo,1247,93
192869,W-Msc-420220,Conus regius,1141,13
192870,SLB-100581,Conus arenatus,1742,5
192871,W-Msc-426444,Conus cardinalis,151,9
192879,W-Msc-215454,Conus pertusus,360,25
194298,Fis-142645,Albula argentea,224,33
194299,Fis-28123,Albula glossodonta,72,16
194301,Fis-161121,Albula oligolepis,37,16
194305,Fis-29498,Pterothrissus belloci,772,117
194306,Fis-52465,Pterothrissus gissu,129,16
194307,Fis-31830,Elops hawaiensis,292,42
194308,Fis-31194,Elops senegalensis,737,75
194853,Fis-166721,Microlipophrys dalmatinus,56,23
194854,Fis-165433,Microlipophrys nigriceps,38,13
194855,Fis-112810,Parablennius rouxi,111,27
194856,Fis-139731,Salaria basilisca,26,9
195291,Fis-26496,Epinephelus chabaudi,26,15
195409,Fis-22720,Epinephelus itajara,1116,225
196307,Fis-28202,Meiacanthus anema,52,25
196310,Fis-31633,Omox biporos,70,37
198920,ITS-Mam-180478,Neophocaena phocaenoides,174,48
200715,W-Hol-732234,Holothuria fuscogilva,57,41
154708,Fis-51713,Diplodus cervinus,345,93
166947,Fis-25293,Lagocephalus sceleratus,2111,293
167006,Fis-134094,Takifugu ocellatus,27,4
170031,ITS-660231,Panulirus femoristriga,21,13
170153,Fis-150124,Acanthopagrus schlegelii,732,34
170156,Fis-23374,Archosargus rhomboidalis,619,128
170157,Fis-138052,Dentex spariformis,236,23
170158,Fis-29364,Dentex angolensis,796,132
170159,Fis-25173,Pagrus caeruleostictus,990,163
170160,Fis-23177,Lithognathus mormyrus,1044,157
170162,Fis-29463,Pagellus bellottii,1056,137
170164,Fis-32587,Rhabdosargus thorpei,70,19
170165,Fis-26883,Rhabdosargus haffara,65,22
170166,Fis-31009,Dentex maroccanus,178,104
170167,Fis-23093,Pagrus major,603,33
170168,Fis-23283,Stenotomus chrysops,2108,186
170169,Fis-22952,Sarpa salpa,2586,170
170172,Fis-25688,Spondyliosoma emarginatum,23247,48
170174,Fis-8229,Sparidentex hasta,17,11
170176,Fis-161802,Dentex abei,77,5
170178,Fis-29748,Calamus nodosus,135,72
170179,Fis-160906,Acanthopagrus chinshira,7,5
170180,Fis-30675,Stenotomus caprinus,1069,127
170181,Fis-26856,Acanthopagrus palmaris,16,7
170182,Fis-29749,Calamus proridens,180,52
170183,Fis-25945,Chrysoblephus cristiceps,22706,48
170184,Fis-25686,Polysteganus praeorbitalis,19030,3
170186,Fis-25172,Dentex gibbosus,776,166
170187,Fis-29745,Calamus campechanus,9,6
170189,Fis-29194,Acanthopagrus butcheri,422,82
170190,Fis-23403,Calamus bajonado,253,129
170191,Fis-32670,Argyrops bleekeri,44,32
170192,Fis-31010,Dentex canariensis,728,116
170194,Fis-25681,Chrysoblephus anglicus,46612,24
170197,Fis-23197,Oblada melanura,963,111
170198,Fis-25587,Rhabdosargus sarba,1799,140
170201,Fis-25943,Pachymetopon aeneum,14839,31
170203,Fis-25687,Rhabdosargus holubi,302,47
170204,Fis-25684,Cymatoceps nasutus,13770,45
170205,Fis-22263,Calamus pennatula,192,93
170207,Fis-23405,Calamus penna,286,95
170208,Fis-25685,Pachymetopon grande,1300,41
170213,Fis-23234,Pterogymnus laniarius,76880,74
170214,Fis-26858,Diplodus noct,82,20
170215,Fis-32586,Polysteganus coeruleopunctatus,8201,30
170216,Fis-26772,Crenidens crenidens,137,42
170218,Fis-31414,Boopsoidea inornata,2414,37
170220,Fis-31224,Pagrus auriga,762,102
170221,Fis-23091,Cheimerius nufar,90075,59
170222,Fis-26835,Diplodus bellottii,230,13
170223,Fis-23013,Archosargus probatocephalus,20469,168
170224,Fis-23208,Pagellus erythrinus,1370,178
170225,Fis-23238,Rhabdosargus globiceps,58044,58
170226,Fis-25593,Sparodon durbanensis,441,36
170227,Fis-149383,Dentex fourmanoiri,7,5
170229,Fis-23206,Pagellus acarne,688,171
170231,Fis-23018,Argyrozona argyrozona,141525,53
170232,Fis-23109,Dentex macrophthalmus,641,150
170233,Fis-29747,Calamus leucosteus,250,107
170238,Fis-23015,Argyrops spinifer,1709,188
170239,Fis-25176,Acanthopagrus bifasciatus,101,27
170241,Fis-31225,Pagrus africanus,683,91
170244,Fis-23207,Pagellus bogaraveo,619,150
170245,Fis-23108,Dentex dentex,333,124
170246,Fis-26846,Virididentex acromegalus,10,5
170247,Fis-23217,Petrus rupestris,24251,33
170248,Fis-26774,Polyamblyodon germanum,2254,22
170249,Fis-23404,Calamus calamus,3819,87
170250,Fis-24727,Lagodon rhomboides,63914,233
170251,Fis-22849,Boops boops,2656,325
170252,Fis-25174,Argyrops filamentosus,50,34
170253,Fis-6123,Sparus aurata,698,107
170256,Fis-25946,Chrysoblephus gibbiceps,23186,49
170257,Fis-26855,Acanthopagrus australis,2017,47
170258,Fis-23826,Spondyliosoma cantharus,837,290
170259,Fis-25683,Chrysoblephus puniceus,92683,50
170260,Fis-23475,Diplodus annularis,1673,155
170261,Fis-23480,Diplodus vulgaris,1546,156
170262,Fis-23478,Diplodus puntazzo,375,68
170263,Fis-26067,Acanthopagrus latus,457,31
170264,Fis-16392,Diplodus holbrookii,332,55
170265,Fis-35835,Polysteganus baissaci,5,3
170266,Fis-25680,Acanthopagrus berda,715,80
170273,Fis-165278,Diplodus omanensis,1,3
172376,Fis-56917,Omobranchus zebra,18,17
172416,Fis-26219,Chelonodon patoca,1103,211
172447,Fis-58548,Entomacrodus vermiculatus,85,31
172487,Fis-26596,Omobranchus punctatus,457,64
173343,Kew-308090,Halophila spinulosa,591,3
173346,Kew-308879,Thalassia testudinum,27507,9
173352,SLB-159390,Halophila decipiens,806,12
173372,SLB-173431,Halodule wrightii,11617,5
173375,Kew-293259,Thalassodendron ciliatum,312,7
173378,Kew-288211,Syringodium filiforme,6937,6
178806,SLB-183508,Conocarpus erectus,6025,6
178811,SLB-172427,Avicennia germinans,7832,6
180218,SLB-189679,Holothuria coronopertusa,15,5
185126,Fis-29304,Blennius ocellaris,480,129
185127,Fis-49074,Lipophrys trigloides,265,51
185131,Fis-52186,Spaniblennius riodourensis,3,3
185136,Fis-125999,Parablennius salensis,11,4
185138,Fis-143808,Parablennius dialloi,6,5
185140,Fis-143809,Parablennius sierraensis,6,3
185141,Fis-24687,Hypleurochilus aequipinnis,74,49
185145,Fis-52218,Parablennius verryckeni,5,9
185149,Fis-127090,Hypleurochilus fissicornis,80,19
185153,Fis-52206,Parablennius goreensis,8,5
185156,Fis-167765,Microlipophrys canevae,254,34
185162,Fis-49149,Parablennius ruber,99,24
185165,Fis-26624,Coryphoblennius galerita,570,82
185168,Fis-59174,Aidablennius sphynx,354,41
185170,Fis-27546,Hypleurochilus langi,13,9
185175,Fis-117893,Salaria pavo,406,64
185178,Fis-52180,Bathyblennius antholops,3,3
185180,Fis-27330,Lipophrys pholis,1508,154
185181,Fis-49127,Parablennius incognitus,283,45
185183,Fis-31232,Blennius normani,729,102
185185,Fis-23709,Parablennius tentacularis,417,72
185191,Fis-158435,Ophioblennius trinitatis,28,8
185193,Fis-23708,Parablennius sanguinolentus,414,74
188315,Fis-29814,Chromis enchrysura,523,116
188324,Fis-23437,Chromis chromis,2054,212
188352,Fis-34876,Chromis cadenati,237,73
188419,Fis-28218,Abudefduf luridus,511,24
188425,Fis-25777,Chrysiptera unimaculata,531,139
188434,Fis-23319,Abudefduf taurus,320,80
188469,Fis-29815,Chromis scotti,5084,30
188471,Fis-28531,Stegastes otophorus,26,7
188486,Fis-28235,Chromis limbata,190,26
188496,Fis-24914,Stegastes planifrons,4823,95
188539,Fis-24913,Stegastes partitus,54805,117
188551,Fis-149838,Stegastes adustus,3117,88
188569,Fis-24912,Stegastes leucostictus,2575,106
188581,Fis-23318,Abudefduf saxatilis,4937,292
188586,Fis-35223,Stegastes imbricatus,28,25
188592,Fis-24910,Stegastes diencaeus,705,65
188607,Fis-23438,Chromis multilineata,2533,173
188617,Fis-23636,Microspathodon chrysurus,1804,159
188622,Fis-35180,Microspathodon frontatus,10,6
188624,Fis-24500,Chromis insolata,635,53
190172,Fis-150213,Canthigaster figueiredoi,39,14
190193,Fis-25001,Sphoeroides pachygaster,2497,65
190246,Fis-23817,Sphoeroides maculatus,1340,168
190380,Fis-23579,Lagocephalus laevigatus,1646,361
190464,Fis-136019,Lagocephalus lagocephalus,1007,247
192585,SLB-189630,Conus vicweei,12,7
193598,Fis-27753,Takifugu vermicularis,124,14
193599,Fis-35467,Arothron caeruleopunctatus,40,21
193602,Fis-145529,Takifugu bimaculatus,4,6
193611,Fis-30893,Sphoeroides parvus,20163,97
193612,Fis-26899,Takifugu rubripes,127,19
193614,Fis-134060,Torquigener vicinus,15,8
193621,Fis-26955,Torquigener hypselogeneion,231,74
193622,Fis-26889,Lagocephalus spadiceus,519,102
193623,Fis-134077,Canthigaster papua,341,38
193624,Fis-145527,Takifugu reticularis,20,6
193628,Fis-134084,Lagocephalus suezensis,103,6
193630,Fis-23819,Sphoeroides spengleri,2217,263
193631,Fis-127179,Contusus brevicaudus,209,53
193632,Fis-25618,Sphoeroides greeleyi,171,31
193636,Fis-29190,Torquigener pleurogramma,385,69
193637,Fis-127175,Torquigener andersonae,14,7
193642,Fis-133901,Canthigaster axiologus,77,26
193650,Fis-26564,Colomesus psittacus,342,53
193655,Fis-28622,Canthigaster margaritata,165,29
193656,Fis-26177,Canthigaster bennetti,515,147
193659,Fis-28766,Takifugu exascurus,59,5
193660,Fis-134051,Torquigener gloerfelti,12,5
193661,Fis-127185,Tetractenos glaber,625,69
193662,Fis-26098,Arothron meleagris,1421,106
193663,Fis-26721,Canthigaster jactator,186,47
193664,Fis-26935,Lagocephalus lunaris,1070,220
193666,Fis-55124,Takifugu flavidus,4,3
193667,Fis-27754,Takifugu porphyreus,206,12
193669,Fis-26178,Canthigaster compressa,229,70
193670,Fis-134062,Torquigener paxtoni,20,6
193671,Fis-26728,Arothron mappa,167,72
193672,Fis-34021,Torquigener parcuspinus,39,22
193675,Fis-26717,Canthigaster amboinensis,346,127
193676,Fis-29189,Omegophora armilla,478,108
193677,Fis-28092,Feroxodon multistriatus,337,82
193678,Fis-34404,Torquigener pallimaculatus,671,104
193686,Fis-63048,Marilyna pleurosticta,123,45
193689,Fis-113028,Torquigener randalli,17,6
193693,Fis-28768,Takifugu pardalis,347,25
193695,Fis-150910,Canthigaster natalensis,18,7
193696,Fis-55216,Takifugu chrysops,96,3
193697,Fis-58037,Canthigaster pygmaea,38,4
193698,Fis-141491,Sphoeroides tyleri,36,10
193699,Fis-25619,Arothron hispidus,1766,295
193703,Fis-60581,Torquigener flavimaculosus,57,20
193704,Fis-62637,Torquigener altipinnis,47,17
193705,Fis-26249,Canthigaster rivulata,920,133
193709,Fis-28618,Canthigaster callisterna,234,32
193711,Fis-35347,Canthigaster smithae,65,19
193712,Fis-163987,Arothron stellatus,488,144
193716,Fis-26210,Arothron reticularis,231,63
193717,Fis-26839,Lagocephalus inermis,550,191
193718,Fis-64430,Lagocephalus guentheri,103,52
193722,Fis-58036,Arothron diadematus,101,9
193723,Fis-35313,Canthigaster ocellicincta,52,35
193725,Fis-150216,Canthigaster jamestyleri,14,8
193733,Fis-26723,Canthigaster epilampra,113,40
193735,Fis-34019,Torquigener hicksi,41,22
193741,Fis-127173,Torquigener perlevis,30,10
193742,Fis-32650,Chelonodon laticeps,41,17
193747,Fis-26842,Amblyrhynchotes honckenii,408,84
193749,Fis-26722,Canthigaster coronata,334,39
193758,Fis-25401,Ephippion guttifer,942,95
193759,Fis-30892,Sphoeroides dorsalis,637,174
193760,Fis-127171,Torquigener squamicauda,87,20
193762,Fis-23818,Sphoeroides nephelus,756,126
193766,Fis-26179,Canthigaster janthinoptera,833,210
193769,Fis-26843,Tylerius spinosissimus,184,77
193771,Fis-28989,Sphoeroides marmoratus,193,8
193772,Fis-28767,Takifugu stictonotus,74,10
193775,Fis-26199,Canthigaster solandri,686,144
193779,Fis-145524,Takifugu snyderi,156,7
193782,Fis-28169,Torquigener whitleyi,467,38
193784,Fis-133990,Tetractenos hamiltoni,297,24
193785,Fis-62815,Marilyna darwinii,63,12
193786,Fis-53116,Arothron inconditus,45,14
193789,Fis-145532,Takifugu alboplumbeus,16,5
193792,Fis-25271,Contusus richei,472,64
193793,Fis-24480,Canthigaster rostrata,3720,196
193796,Fis-26180,Canthigaster valentini,2015,245
193799,Fis-163700,Canthigaster cyanospilota,21,19
193803,Fis-133976,Omegophora cyanopunctata,55,15
193804,Fis-26097,Arothron nigropunctatus,1074,211
193805,Fis-26418,Arothron immaculatus,472,98
193809,Fis-150207,Takifugu pseudommus,8,4
193810,Fis-26952,Takifugu oblongus,168,55
193813,Fis-23820,Sphoeroides testudineus,1720,185
193820,Fis-35377,Canthigaster tyleri,37,16
193822,Fis-29188,Arothron firmamentum,218,61
196687,Fis-150312,Hypleurochilus caudovittatus,27,8
196688,Fis-145639,Hypleurochilus multifilis,76,7
198632,Fis-24942,Scartella cristata,2036,158
198774,Fis-50553,Parablennius pilicornis,432,74
18263684,Fis-113043,Petroscirtes ancylodon,38,13
46079096,Fis-113010,Alticus kirkii,65,32
46079214,Fis-113012,Antennablennius adenensis,17,6
46079217,Fis-32641,Antennablennius australis,47,18
46079226,Fis-26821,Antennablennius bifilum,160,38
46079239,Fis-113013,Antennablennius hypenetes,27,13
46079321,Fis-113018,Antennablennius variopunctatus,18,17
46079476,Fis-50786,Blenniella periophthalmus,647,131
46079775,Fis-50524,Hirculops cornifer,55,19
46079801,Fis-25979,Istiblennius edentulus,2424,309
46079816,Fis-61136,Istiblennius pox,45,9
46079868,Fis-113020,Mimoblennius cirrosus,42,4
46079911,Fis-113024,Parablennius opercularis,30,10
46079924,Fis-113029,Parablennius thysanius,22,14
46080027,Fis-59608,Pereulixia kosiensis,55,18
46080080,Fis-31636,Petroscirtes mitratus,474,123
46080101,Fis-28625,Plagiotremus townsendi,42,10
46080159,Fis-32416,Xiphasia setifer,303,124
46104027,Fis-29799,Chasmodes saburrae,461,26
46104049,Fis-29951,Entomacrodus nigricans,527,80
46104052,Fis-30135,Hypleurochilus bermudensis,104,11
46104061,Fis-30136,Hypleurochilus springeri,79,43
46104064,Fis-155663,Hypsoblennius hentz,567,56
46104090,Fis-146038,Ophioblennius macclurei,601,44
46104109,Fis-24847,Parablennius marmoreus,1329,123
47137303,Fis-26857,Archosargus pourtalesii,95,12
47137465,Fis-24473,Calamus brachysomus,650,83
47137515,Fis-26853,Calamus taurinus,113,17
47140942,Fis-24491,Chasmodes bosquianus,2774,12
47141089,Fis-24688,Hypleurochilus geminatus,632,62
47141104,Fis-150314,Hypleurochilus pseudoaequipinnis,35,5
47166659,Fis-169282,Acanthopagrus arabicus,0,6
48319933,Fis-127099,Alloblennius anuchalis,6,4
48320326,Fis-60360,Alloblennius jugularis,22,3
48320397,Fis-50498,Alloblennius parvus,30,12
48320496,Fis-127101,Alloblennius pictus,57,7
48321151,Fis-33723,Alticus monochrus,105,13
48321164,Fis-145460,Alticus montanoi,25,9
48321187,Fis-130767,Alticus saliens,179,25
48342089,Fis-25100,Cirripectes obscurus,22,4
48342093,Fis-25992,Meiacanthus atrodorsalis,769,154
48342097,Fis-26713,Plagiotremus ewaensis,27,5
48342099,Fis-113542,Meiacanthus tongaensis,38,5
48342103,Fis-30953,Cirripectes randalli,15,4
48342105,Fis-30944,Cirripectes auritus,35,20
48342109,Fis-50545,Parablennius cornutus,158,41
