speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
URM-2-3231,null,54887,Synoicum,ramulosum,null,12,Animalia,Chordata,Ascidiacea,Enterogona,Polyclinidae,null,N.E.,2015-2
ITS-177008,null,74581,Synthliboramphus,antiquus,ancient murrelet,357,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694896,LC,2015-2
ITS-177009,null,74582,Synthliboramphus,wumizusume,Japanese murrelet,28,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694899,VU,2015-2
W-Iso-156446,null,21906,Syscenus,infelix,null,31,Animalia,Arthropoda,Malacostraca,Isopoda,Aegidae,null,N.E.,2015-2
ITS-96137,null,25559,Systellaspis,braueri,Quayle spinytail,40,Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,null,N.E.,2015-2
ITS-96139,null,25561,Systellaspis,debilis,null,780,Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,null,N.E.,2015-2
ITS-96140,null,25562,Systellaspis,pellucida,null,72,Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,null,N.E.,2015-2
ITS-553911,null,76221,Tachyeres,brachypterus,Falkland steamerduck,17,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680047,LC,2015-2
ITS-553910,null,76220,Tachyeres,leucocephalus,Chubut steamerduck,13,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680038,VU,2015-2
ITS-175219,null,73808,Tachyeres,patachonicus,flying steamerduck,83,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680052,LC,2015-2
ITS-175220,null,73809,Tachyeres,pteneres,flightless steamerduck,76,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680033,LC,2015-2
W-Msc-157001,null,48499,Tagelus,plebeius,stout tagelus,29,Animalia,Mollusca,Bivalvia,Veneroida,Solecurtidae,null,N.E.,2015-2
W-Bch-440114,null,92229,Takedromia,cristatipes,null,19,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,null,N.E.,2015-2
SLB-101344,null,92608,Taku,spinosocarinatus,null,11,Animalia,Arthropoda,Malacostraca,Stomatopoda,Takuidae,null,N.E.,2015-2
W-Msc-236714,null,89839,Talochlamys,multistriata,dwarf fan shell,33,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,null,N.E.,2015-2
W-Msc-216894,null,86905,Talparia,talpa,mole cowrie,47,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Cypraeidae,null,N.E.,2015-2
W-Tnd-136546,null,20852,Tanais,dulongii,null,65,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaidae,null,N.E.,2015-2
W-Bch-441345,null,153123,Tanaoa,distinctus,null,27,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,null,N.E.,2015-2
W-Bch-441349,null,156106,Tanaoa,serenei,null,10,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,null,N.E.,2015-2
W-Msc-216929,null,86928,Tanea,euzona,beautifully-banded moon snail,24,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,null,N.E.,2015-2
W-Msc-140609,null,57331,Taningia,danae,Dana octopus squid,276,Animalia,Mollusca,Cephalopoda,Teuthida,Octopoteuthidae,163267,LC,2015-2
URM-2-344,null,56572,Tanystylum,cavidorsum,null,17,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-351,null,56579,Tanystylum,duospinum,null,13,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-355,null,56583,Tanystylum,grossifemora,null,11,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-364,null,56592,Tanystylum,neorhetum,null,53,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-367,null,56595,Tanystylum,oculospinosum,null,11,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-368,null,56596,Tanystylum,oedinotum,null,15,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
URM-2-376,null,56604,Tanystylum,styligerum,null,32,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,null,N.E.,2015-2
SLB-92657,null,86703,Tapes,dorsatus,turgid venus,20,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
W-Msc-215828,null,86704,Tapes,literatus,lettered venus,27,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,null,N.E.,2015-2
ITS-Mam-180500,null,68888,Tasmacetus,shepherdi,Shepherd's beaked whale,35,Animalia,Chordata,Mammalia,Cetacea,Ziphiidae,21500,DD,2015-2
W-Msc-197465,null,142844,Tectonatica,impervia,null,14,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,null,N.E.,2015-2
W-Msc-160063,null,4861,Tectonatica,pusilla,miniature moonsnail,10,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,null,N.E.,2015-2
SLB-92874,null,86797,Tectus,conus,cone-shaped top,19,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-567234,null,86804,Tectus,fenestratus,fenestrate top,21,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-216328,null,86796,Tectus,pyramis,pyramid top,97,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Por-194263,null,130657,Tedania,massa,null,11,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,null,N.E.,2015-2
W-Msc-504471,null,83570,Tegillarca,granosa,granular ark,43,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,null,N.E.,2015-2
W-Msc-419458,null,3090,Tegula,excavata,green-base tegula,13,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-419459,null,3088,Tegula,fasciata,silky tegula,14,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-419462,null,3089,Tegula,lividomaculata,West Indian tegula,11,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,null,N.E.,2015-2
W-Msc-215140,null,86856,Telescopium,telescopium,telescope snail,22,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Potamididae,184812,LC,2015-2
W-Msc-582773,null,48592,Tellina,fausta,faust tellin,29,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-207716,null,86569,Tellina,foliacea,foliated tellin,24,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-582777,null,48599,Tellina,laevigata,smooth tellin,29,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
SLB-92376,1,86571,Tellina,linguafelis,Cat's toungue tellin,28,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-710883,null,86585,Tellina,remies,Remies tellin,20,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-207691,null,86587,Tellina,scobinata,rasp tellin,51,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-207731,null,86561,Tellina,staurella,cross tellin,40,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-141595,null,48568,Tellina,tenuis,null,192,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
SLB-92403,null,86592,Tellina,timorensis,Timor tellin,17,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
W-Msc-207701,null,86563,Tellina,virgata,virgate tellin,34,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,null,N.E.,2015-2
Hex-5342,null,41877,Telmatactis,decora,null,43,Animalia,Cnidaria,Anthozoa,Actiniaria,Isophelliidae,null,N.E.,2015-2
Hex-1420,null,41592,Telmatactis,forskalii,null,12,Animalia,Cnidaria,Anthozoa,Actiniaria,Isophelliidae,null,N.E.,2015-2
SLB-9740,null,27117,Telmessus,cheiragonus,helmet crab,118,Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,null,N.E.,2015-2
SLB-103517,null,94104,Temnaspis,excavatum,null,10,Animalia,Arthropoda,Maxillopoda,Pedunculata,Poecilasmatidae,null,N.E.,2015-2
ITS-656282,null,28112,Temnaspis,fissum,null,14,Animalia,Arthropoda,Maxillopoda,Pedunculata,Poecilasmatidae,null,N.E.,2015-2
W-Ech-214667,null,2380886,Temnopleurus,toreumaticus,striped spine sea urchin,10,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,null,N.E.,2015-2
W-Msc-419539,null,147621,Tenagodus,modestus,null,26,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Siliquariidae,null,N.E.,2015-2
SLB-182347,null,152123,Tenedocythere,transoceanica,null,12,Animalia,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,null,N.E.,2015-2
W-Pol-131573,null,39665,Terebellides,stroemii,Stroem's trichobranchid worm,16,Animalia,Annelida,Polychaeta,Canalipalpata,Trichobranchidae,null,N.E.,2015-2
W-Msc-215382,null,86891,Terebellum,terebellum,terebellum conch,102,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Strombidae,null,N.E.,2015-2
W-Msc-208108,null,92183,Terebra,affinis,null,50,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-564421,null,87075,Terebra,areolata,fly spotted auger,76,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208110,null,92241,Terebra,argus,null,13,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208062,null,92244,Terebra,babylonia,Babylonian auger,18,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208094,null,92246,Terebra,chlorata,pink-spotted auger,16,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208116,null,92250,Terebra,crenulata,crenulate auger,19,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208077,null,92251,Terebra,dimidiata,dimidiate auger,24,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-160428,null,6373,Terebra,dislocata,eastern auger,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208070,null,92253,Terebra,felina,cat auger,22,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208104,null,92256,Terebra,funiculata,funnel auger,14,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208064,null,92258,Terebra,guttata,white spotted auger,14,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208102,null,87073,Terebra,maculata,marlinspike,133,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-420241,null,6378,Terebra,nassula,woven auger,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
SLB-100976,null,92281,Terebra,nebulosa,red-cloud auger,20,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-420242,null,6374,Terebra,protexta,fine-ribbed auger,12,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208080,null,87076,Terebra,subulata,subulate auger,76,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-420243,null,6379,Terebra,taurina,flame auger,10,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-208085,null,92290,Terebra,undulata,undulate auger,26,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,null,N.E.,2015-2
W-Msc-216725,null,86857,Terebralia,palustris,mud creeper,22,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Potamididae,null,N.E.,2015-2
W-Msc-216724,null,86858,Terebralia,sulcata,sulcate swamp cerith,50,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Potamididae,null,N.E.,2015-2
W-Bra-235661,null,89092,Terebratella,dorsata,ribbed brachiopod,81,Animalia,Brachiopoda,Articulata,Terebratulida,Terebratellidae,null,N.E.,2015-2
W-Bra-104055,null,60346,Terebratulina,retusa,null,57,Animalia,Brachiopoda,Articulata,Terebratulida,Cancellothyrididae,null,N.E.,2015-2
W-Msc-141607,null,49126,Teredo,navalis,naval shipworm,25,Animalia,Mollusca,Bivalvia,Myoida,Teredinidae,null,N.E.,2015-2
W-Por-170991,null,51716,Tethya,seychellensis,null,10,Animalia,Porifera,Demospongiae,Hadromerida,Tethyidae,null,N.E.,2015-2
W-Msc-342400,null,57900,Tetracheledone,spinicirrhus,spiny-horn octopus,26,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,null,N.E.,2015-2
SLB-27917,null,32289,Tetraclita,squamosa,null,31,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,null,N.E.,2015-2
W-Bch-443857,null,156044,Tetralia,cinctipes,null,12,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-210304,null,103074,Tetralia,glaberrima,null,34,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-443859,null,154322,Tetralia,nigrolineata,null,25,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Bch-443861,null,156110,Tetralia,rubridactyla,null,22,Animalia,Arthropoda,Malacostraca,Decapoda,Trapeziidae,null,N.E.,2015-2
W-Hyd-135278,null,45034,Tetraplatia,volitans,null,38,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Tetraplatiidae,null,N.E.,2015-2
SLB-83781,null,57532,Tetrastemma,nigrifrons,null,19,Animalia,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,null,N.E.,2015-2
SLB-101468,null,92719,Tetrazona,glareosa,null,17,Animalia,Chordata,Ascidiacea,Enterogona,Polycitoridae,null,N.E.,2015-2
SLB-71461,null,57562,Teuthowenia,megalops,null,135,Animalia,Mollusca,Cephalopoda,Teuthida,Cranchiidae,163258,LC,2015-2
SLB-71462,null,57281,Teuthowenia,pellucida,null,48,Animalia,Mollusca,Cephalopoda,Teuthida,Cranchiidae,163276,LC,2015-2
SLB-93429,null,86995,Thais,alouina,alou rock shell,30,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
W-Msc-207631,null,86996,Thais,armigera,belligerent rock shell,45,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
W-Msc-605275,null,86998,Thais,bufo,toad purpura,25,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
SLB-93436,null,87000,Thais,tuberosa,tuberose rock shell,44,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
W-Bch-208849,null,21356,Thalamita,admete,null,91,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208864,null,156056,Thalamita,bouvieri,null,25,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-442882,null,156057,Thalamita,chaptalii,null,17,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
SLB-12272,null,21360,Thalamita,coeruleipes,null,49,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208863,null,156058,Thalamita,cooperi,null,11,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
SLB-12273,null,21361,Thalamita,crenata,crenate swimming crab,103,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
SLB-12274,null,21362,Thalamita,dakini,null,12,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208854,null,106176,Thalamita,danae,null,46,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208857,null,156059,Thalamita,gatavakensis,null,17,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
SLB-12277,null,21365,Thalamita,integra,null,30,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208875,null,156063,Thalamita,mitsiensis,null,15,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208852,null,21369,Thalamita,picta,null,55,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208878,null,155380,Thalamita,pilumnoides,null,11,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208846,null,129871,Thalamita,prymna,null,48,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208840,null,156064,Thalamita,quadrilobata,null,37,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
SLB-12286,null,21373,Thalamita,spinifera,null,26,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-442920,null,83573,Thalamita,spinimana,spiny claw swimming crab,18,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
W-Bch-208883,null,21377,Thalamitoides,quadridens,null,32,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,null,N.E.,2015-2
ITS-563380,null,83052,Thalassarche,bulleri,Buller's albatross,129,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22728328,NT,2015-2
ITS-824134,null,84355,Thalassarche,carteri,Indian yellow-nosed albatross,11,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22728372,EN,2015-2
ITS-554451,null,76565,Thalassarche,cauta,shy albatross,455,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22729604,NT,2015-2
ITS-554452,null,76566,Thalassarche,chlororhynchos,yellow-nosed albatross,195,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698425,EN,2015-2
ITS-563381,null,83053,Thalassarche,chrysostoma,grey-headed albatross,3561,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698398,EN,2015-2
ITS-554453,null,76567,Thalassarche,melanophris,black-browed albatross,3365,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698375,NT,2015-2
ITS-824137,null,84362,Thalassarche,salvini,Salvin's albatross,85,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698388,VU,2015-2
ITS-824139,null,75106,Thalasseus,bengalensis,lesser crested tern,270,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694561,LC,2015-2
ITS-824140,null,75107,Thalasseus,bergii,crested tern,1012,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694571,LC,2015-2
ITS-176931,null,74895,Thalasseus,elegans,elegant tern,293,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694552,NT,2015-2
ITS-824142,null,74892,Thalasseus,maximus,royal tern,553,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694542,LC,2015-2
ITS-553060,null,15108,Thalassina,anomala,scorpion mud lobster,26,Animalia,Arthropoda,Malacostraca,Decapoda,Thalassinidae,null,N.E.,2015-2
SLB-131238,null,81792,Thalassocaris,crinita,null,22,Animalia,Arthropoda,Malacostraca,Decapoda,Thalassocarididae,null,N.E.,2015-2
SLB-118486,null,106167,Thalassograpsus,harpax,null,24,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,null,N.E.,2015-2
W-Msc-714220,null,86994,Thalessa,aculeata,aculeate rock shell,44,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,null,N.E.,2015-2
ITS-612564,null,18320,Thaumastocaris,streptopus,null,34,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,null,N.E.,2015-2
SLB-181696,null,151767,Thaumatelson,herdmani,null,15,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,null,N.E.,2015-2
W-Msc-342403,null,100159,Thaumoctopus,mimicus,mimic octopus,24,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,null,N.E.,2015-2
W-Hol-210916,null,83497,Thelenota,ananas,prickly redfish,79,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180481,EN,2015-2
W-Hol-210915,null,83499,Thelenota,anax,amber fish,37,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180324,DD,2015-2
W-Pol-131544,null,40983,Thelepus,setosus,spaghetti worm,16,Animalia,Annelida,Polychaeta,Canalipalpata,Terebellidae,null,N.E.,2015-2
ITS-553055,1,15105,Thenus,orientalis,flathead lobster,199,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,169979,LC,2015-2
W-Por-171264,null,130128,Theonella,swinhoei,null,10,Animalia,Porifera,Demospongiae,Lithistida,Theonellidae,null,N.E.,2015-2
URM-2-4214,null,55908,Thetys,vagina,virgin salpa,38,Animalia,Chordata,Thaliacea,Salpida,Salpidae,null,N.E.,2015-2
W-Bch-107281,null,27248,Thia,scutellata,null,79,Animalia,Arthropoda,Malacostraca,Decapoda,Thiidae,null,N.E.,2015-2
ITS-660021,null,20997,Thinora,maldivensis,null,10,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,null,N.E.,2015-2
ITS-96920,null,25867,Thor,amboinensis,squat anemone shrimp,47,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,null,N.E.,2015-2
ITS-96918,null,25865,Thor,floridanus,bryozoan shrimp,26,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,null,N.E.,2015-2
W-Msc-197467,null,93955,Thracia,meridionalis,null,77,Animalia,Mollusca,Bivalvia,Pholadomyoida,Thraciidae,null,N.E.,2015-2
W-Msc-141662,null,48324,Thyasira,flexuosa,flexuose cleftclam,12,Animalia,Mollusca,Bivalvia,Veneroida,Thyasiridae,null,N.E.,2015-2
ITS-552925,null,21,Thymops,birsteini,Patagonian lobsterette,18,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,170038,LC,2015-2
W-Por-134113,null,50116,Thymosia,guernei,null,26,Animalia,Porifera,Demospongiae,Chondrosida,Chondrillidae,null,N.E.,2015-2
ITS-772582,null,59874,Thysanocardia,procera,null,51,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,null,N.E.,2015-2
WBD-Eup-82,1,27359,Thysanoessa,macrura,null,2327,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
WBD-Eup-85,null,27362,Thysanoessa,spinifera,null,166,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
WBD-Eup-88,null,27365,Thysanopoda,aequalis,null,88,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
WBD-Eup-95,null,27372,Thysanopoda,monacantha,null,34,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
WBD-Eup-97,null,27374,Thysanopoda,orientalis,null,22,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
WBD-Eup-100,null,27291,Thysanopoda,tricuspidata,null,14,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,null,N.E.,2015-2
W-Msc-141680,null,58136,Thysanoteuthis,rhombus,rhomboid squid,392,Animalia,Mollusca,Cephalopoda,Teuthida,Thysanoteuthidae,163228,LC,2015-2
ITS-657237,null,19771,Tiburonella,viscana,null,10,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyischnopidae,null,N.E.,2015-2
W-Msc-225569,null,57600,Todarodes,angolensis,null,83,Animalia,Mollusca,Cephalopoda,Teuthida,Ommastrephidae,163161,LC,2015-2
W-Msc-325306,null,57603,Todarodes,filippovae,Antarctic flying squid,51,Animalia,Mollusca,Cephalopoda,Teuthida,Ommastrephidae,162900,LC,2015-2
W-Msc-342067,null,58009,Todarodes,pacificus,Japanese flying squid,50,Animalia,Mollusca,Cephalopoda,Teuthida,Ommastrephidae,176085,LC,2015-2
W-Msc-140624,null,57559,Todarodes,sagittatus,European flying squid,90,Animalia,Mollusca,Cephalopoda,Teuthida,Ommastrephidae,163189,LC,2015-2
W-Msc-140625,null,57560,Todaropsis,eblanae,lesser flying squid,393,Animalia,Mollusca,Cephalopoda,Teuthida,Ommastrephidae,163369,LC,2015-2
W-Msc-197476,null,142566,Toledonia,major,null,10,Animalia,Mollusca,Gastropoda,Cephalaspidea,Diaphanidae,null,N.E.,2015-2
W-Msc-140152,null,58328,Tonicella,rubra,northern red chiton,104,Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,null,N.E.,2015-2
W-Msc-208010,null,86939,Tonna,allium,costate tun,33,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-208008,null,86943,Tonna,canaliculata,channeled tun,23,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-208012,null,86944,Tonna,dolium,spotted tun,45,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-141687,null,4990,Tonna,galea,giant tun,20,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-576828,1,86945,Tonna,olearium,oily tun,16,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-208014,null,86940,Tonna,perdix,Pacific partridge tun,88,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-208013,null,86941,Tonna,sulcosa,banded tun,26,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
W-Msc-410306,null,86946,Tonna,tessellata,mosaic tun,17,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Tonnidae,null,N.E.,2015-2
ITS-96912,null,25861,Tozeuma,carolinense,arrow shrimp,23,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,null,N.E.,2015-2
SLB-89513,null,84537,Trachycardium,angulatum,angulate cockle,16,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-216409,null,47920,Trachycardium,muricatum,American yellow cockle,30,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
SLB-89518,null,84538,Trachycardium,orbita,orbit cockle,49,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
SLB-89477,null,84533,Trachycardium,rugosum,Pacific yellow cockle,19,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
W-Msc-216408,null,84539,Trachycardium,subrugosum,wrinkled cockle,22,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,null,N.E.,2015-2
ITS-551668,null,14903,Trachypenaeopsis,mobilispinis,null,14,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,null,N.E.,2015-2
